Département,Date de mise en service,Nom de la voie,Sens de circulation,Nombre de dossiers d'infractions
80,30/03/2004,RN25,ABBEVILLE VERS LONGUEAU,3347
80,16/03/2005,RD929,ALBERT vers AMIENS,5138
80,16/03/2005,RD1001,ABBEVILLE VERS BOULOGNE,5150
80,12/04/2005,RD1017,PERONNE vers ROYE,1394
80,18/05/2005,RD1001,YZEUX VERS FLIXECOURT,512
80,16/12/2005,RN25,AMIENS vers DOULLENS,697
80,30/04/2007,RD210,AMIENS vers MONSURES,1366
80,28/09/2007,RD1015,GAMACHES vers BOUVAINCOURT SUR BRESLE,855
80,28/09/2007,RD1029,ST QUENTIN vers AMIENS,2077
80,15/10/2007,RD940,QUEND vers LE CROTOY,1117
80,31/03/2008,A1,Lille vers Paris,35826
80,09/12/2009,RD1017,ROYE vers SENLIS,1494
80,23/09/2010,RD1,Corbie vers Amiens,192
80,23/09/2010,RD1001,MONTREUIL VERS ABBEVILLE,1150
80,10/11/2010,RD1001,BEAUVAIS VERS AMIENS,1671
80,10/12/2010,RD936,GAMACHES vers OISEMONT,623
80,09/06/2011,RD40,ST VALERY sur SOMME vers ABBEVILLE,753
80,03/02/2012,RD919,AMIENS vers ACHEUX EN AMIENOIS,1343
80,12/10/2012,RD1017,ROYE VERS BAPAUME,1657
81,15/12/2004,RD926,CASTRES vers PUYLAURENS,1525
81,28/02/2005,RD112,LAVAUR vers CASTRES,427
81,15/04/2005,RD999,MILLAU vers ALBI,9381
81,26/04/2005,RN2088,CARMAUX VERS ALBI,187
81,30/05/2005,RD42,VERFEIL vers CASTRES,4383
81,17/10/2005,RD612,CASTRES vers ALBI,5452
81,15/06/2006,RD999,ALBI VERS MONTAUBAN,364
81,24/08/2006,RD999,MONTAUBAN VERS ALBI,316
81,15/01/2007,RD612,CASTRES vers ALBI,4342
81,19/02/2007,RD988,LISLE SUR TARN vers GAILLAC,1843
81,09/04/2007,RD631,GRAULHET vers LAVAUR,3037
81,18/11/2007,RN88,Albi vers Carmaux,7596
81,18/11/2007,RN88,Carmaux vers Albi,4784
81,17/12/2007,RN126,CASTRES vers TOULOUSE,3661
81,04/07/2008,RD964,Graulhet vers Gaillac,434
81,26/09/2008,RD84,REVEL vers BLAN,859
81,26/09/2008,RD85,REVEL vers SOREZE,495
81,17/11/2008,RN88,Carmaux vers Toulouse,843
81,17/11/2008,RN88,Toulouse vers Carmaux,1895
81,04/12/2008,RD83,CASTRES vers LAUTREC,2185
81,24/03/2011,RD612,LACABAREDE vers ALBINE,2699
81,22/04/2011,RD999,ALBAN vers ALBI,12349
81,12/05/2011,RD964,GAILLAC vers GRAULHET,322
81,30/09/2011,RD600,CORDES SUR CIEL vers ALBI,823
81,24/04/2012,RD630,LAVAUR vers ST SULPICE LA POINTE,3885
81,24/04/2012,RD612,REALMONT vers CASTRES,305
81,25/06/2012,RD631,LABOUTARIE vers LAVAUR,1153
81,29/04/2013,RD622,SOUAL vers REVEL,3286
81,31/05/2013,RD600,ALBI vers CORDES SUR CIEL,356
82,04/01/2005,RD927,MOISSAC vers MONTAUBAN,4730
82,10/01/2005,RD813,AGEN vers TOULOUSE,3120
82,28/06/2005,RD820,CAUSSADE VERS MONTAUBAN,543
82,25/07/2005,RD958,MONTAUBAN vers CASTELSARRASIN,1412
82,07/09/2005,A62,TOULOUSE VERS BORDEAUX,404
82,26/02/2007,RD926,CAUSSADE vers VILLEFRANCHE DE ROUERGUE,2980
82,10/04/2007,A20,TOULOUSE VERS PARIS,18830
82,25/02/2008,RD927,MONTAUBAN vers LAFRANCAISE,1575
82,21/03/2008,RD813,MOISSAC vers CASTELSARRASIN,608
82,14/04/2008,RD928,MONTECH vers MONTAUBAN,1085
82,18/04/2008,RD999,Montauban vers Albi,275
82,30/04/2008,RD928,MONTAUBAN vers BEAUMONT DE LOMAGNE,633
82,20/06/2008,RD21,CORBARIEU vers MONTAUBAN,467
82,05/09/2008,RD115,MONTAUBAN vers ST ETIENNE DE TULMONT,2283
82,15/09/2008,RD3,BEAUMONT DE LOMAGNE vers AUCAMVILLE,2304
82,28/01/2009,RD820,CAUSSADE vers MONTAUBAN,1203
82,04/02/2009,RD820,Montauban vers Caussade,1388
82,13/02/2009,RD930,VILLEMATIER vers LABASTIDE ST PIERRE,667
82,12/08/2009,RD928,BEAUMONT DE LOMAGNE vers MONTAUBAN,1430
82,11/01/2011,RD959,MOLIERES vers MONTAUBAN,1750
82,16/03/2011,RD926,SEPTFONDS vers CAUSSADE,2476
82,14/06/2012,RD49,GRISOLLES vers ONDES,2103
82,14/06/2012,RD813,VALENCE D AGEN vers MOISSAC,1186
82,15/06/2012,RD927,Moissac vers Montauban,412
82,22/06/2012,RD8,MONTAUBAN vers MONCLAR DE QUERCY,450
82,24/10/2012,RD958,Castelsarrasin vers Montauban,1336
82,05/11/2012,RD26,GRENADE vers VERDUN SUR GARONNE,1189
82,12/08/2013,RD820,MONTAUBAN vers CAUSSADE,1611
83,30/03/2005,A57,TOULON VERS HYERES,27383
83,10/05/2005,A50,MARSEILLE VERS TOULON,1897
83,21/07/2005,RN98,TOULON VERS HYERES,2897
83,28/10/2005,RD560,BARJOLS vers ST MAXIMIN,3705
83,06/02/2006,RDN8,CUGES LES PINS VERS TOULON,2525
83,04/03/2006,RD43,BRIGNOLES vers CUERS,9208
83,17/05/2006,RD43,BRIGNOLES VERS CUERS,5543
83,05/08/2006,A8,PUGET SUR ARGENS VERS MANDELIEU LA NAPOULE,94013
83,05/10/2007,RDN7,FREJUS VERS LE MUY,20714
83,08/10/2008,RDN8,OLLIOULES vers TOULON,5829
83,19/12/2008,RD98,COGOLIN VERS GASSIN,2325
83,12/06/2009,RD98,HYERES VERS LA LONDE LES MAURES,1577
83,15/07/2009,RD43,CUERS vers BRIGNOLES,6684
83,30/03/2011,RD61,RAMATUELLE VERS COGOLIN,10273
83,19/01/2012,RD559,ST CYR vers BANDOL,3782
83,02/02/2012,RD98,COGOLIN vers BORMES LES MIMOSAS,1494
83,23/04/2012,RDN7,LE MUY VERS VIDAUBAN,3434
83,05/07/2012,au niveau du n° 986 de l'avenue de la mer,La Seyne sur Mer vers Sanary su Mer,7283
83,01/08/2012,n° 322 Promenade Général Charles De Gaulle (RD559),SANARY SUR MER Vers LA SEYNE SUR MER,3598
83,21/09/2012,RD555,LES ARCS VERS TRANS EN PROVENCE,12848
83,24/06/2015,RD43,CUERS vers ROCBARON,3051
84,13/01/2004,A7,AVIGNON VERS BOLLENE,11226
84,05/02/2005,RD907,ORANGE VERS AVIGNON,5125
84,06/02/2006,RD942,AVIGNON VERS CARPENTRAS,24359
84,06/02/2006,RD973,AVIGNON vers CAVAILLON,3224
84,20/02/2006,RD907,AVIGNON VERS ORANGE,7054
84,09/02/2007,A7,ORANGE vers SALON DE PROVENCE,57105
84,12/03/2007,RN7,CAVAILLON VERS AVIGNON,2121
84,30/01/2008,RD31,MONTEUX vers SARRIANS,2933
84,19/03/2008,RD938,CAVAILLON vers L ISLE SUR LA SORGUE,5463
84,27/03/2008,A7,LYON vers ORANGE,20666
84,24/12/2008,RD900,AVIGNON vers APT,1054
84,11/02/2009,RD900,Avignon vers Apt,4602
84,27/03/2009,RD976,Roquemaure vers Orange,3775
84,04/09/2009,RD900,APT vers AVIGNON,3563
84,09/09/2009,RD900,AVIGNON vers APT,4658
84,15/09/2009,RD6,VEDENE vers CAUMONT SUR DURANCE,135
84,13/10/2009,"Av. de Tarascon, 50 mètres avant le n°185",TARASCON vers AVIGNON,8899
84,10/12/2010,RD907,CAVAILLON vers AVIGNON,43210
84,04/01/2011,RD973,CHEVAL BLANC vers MERINDOL,745
84,06/01/2011,RD6,CAUMONT SUR DURANCE vers VEDENE,2342
84,15/04/2011,RD976,VALREAS vers TULETTE,1476
84,12/05/2011,RD941,VALREAS vers GRIGNAN,2722
85,20/12/2004,RD137,CHANTONNAY vers STE HERMINE,1463
85,21/04/2005,RD137,NANTES VERS LA ROCHELLE,1791
85,05/07/2005,RD160,CHOLET vers LA ROCHE SUR YON,6237
85,08/07/2005,RD948,AIZENAY VERS CHALLANS,430
85,19/07/2005,RD753,ST JEAN DE MONTS VERS CHALLANS,168
85,22/07/2005,RD747,LA ROCHE SUR YON VERS LA TRANCHE SUR MER,512
85,26/08/2005,RD763,MONTAIGU VERS LA ROCHE SUR YON,371
85,19/09/2005,RD949,LES SABLES D OLONNE vers LUCON,2078
85,26/11/2005,RD746,LUCON vers LA ROCHE SUR YON,5550
85,02/02/2007,RD6,AIZENAY VERS ST GILLES CROIX DE VIE,3104
85,07/02/2007,RD160,LA ROCHE SUR YON vers LA FERRIERE,405
85,26/11/2007,RD160,LA ROCHE SUR YON VERS LES SABLES D OLONNE,7874
85,07/12/2007,RD948,BEAUVOIR SUR MER VERS CHALLANS,997
85,26/05/2008,RD148,FONTENAY LE COMTE vers STE HERMINE,345
85,04/06/2008,RD937,BELLEVIGNY vers LES LUCS SUR BOULOGNE,1007
85,13/10/2008,RD949,LUCON vers FONTENAY LE COMTE,644
85,28/10/2008,RD938TER,Vix vers Fontenay le Comte,943
85,11/12/2008,RD37,LA ROCHE SUR YON VERS DOMPIERRE SUR YON,3804
85,19/12/2008,RD32,L AIGUILLON SUR VIE VERS LA CHAIZE GIRAUD,1807
85,16/07/2009,RD58,CHALLANS VERS BOIS DE CENE,599
85,11/02/2011,RD747,LA TRANCHE SUR MER vers MOUTIERS LES MAUXFAITS,3764
85,14/04/2011,RD137,ESSARTS EN BOCAGE vers ST VINCENT STERLANGES,832
85,28/10/2011,RD753,TIFFAUGES vers TREIZE SEPTIERS,2627
85,13/09/2012,RD753,ST JEAN DE MONTS vers FROIDFOND,2186
85,26/09/2012,RD69,CHALLANS vers ST GILLES CROIX DE VIE,2375
85,28/09/2012,RD758,BOURGNEUF EN RETZ VERS BEAUVOIR SUR MER,4699
85,26/10/2012,RD32,CHALLANS VERS LES SABLES D OLONNE,1162
85,06/12/2012,RD32,Olonne sur Mer vers Vaire,159
86,04/11/2003,A10,BORDEAUX VERS PARIS,9407
86,28/11/2003,RD910,CHATELLERAULT VERS POITIERS,2366
86,18/04/2005,RN149,PARTHENAY vers POITIERS,6368
86,21/07/2005,RD910,CHATELLERAULT vers POITIERS,1195
86,03/11/2005,"83, AVENUE DE PARIS",POITIERS VERS CHATELLERAULT,892
86,18/12/2005,RD951,LE BLANC VERS POITIERS,131
86,04/09/2006,RD749,CHATELLERAULT vers CHAUVIGNY,6481
86,13/11/2006,RD347,LOUDUN vers POITIERS,2836
86,01/02/2007,RD347,LOUDUN vers POITIERS,12830
86,30/04/2007,A10,PARIS VERS BORDEAUX,3051
86,11/12/2007,RD749,chatellerault vers richelieu,349
86,07/01/2008,RD741,POITIERS vers GENCAY,4374
86,03/03/2008,RD162,ST BENOIT VERS POITIERS,4310
86,13/10/2008,RD725,CHATELLERAULT vers LENCLOITRE,1642
86,28/10/2008,RD725,LA ROCHE POSAY vers CHATELLERAULT,1440
86,13/11/2008,RN147,LIMOGES vers POITIERS,2644
86,17/11/2008,RN149,Parthenay vers Poitiers,206
86,18/04/2011,RD725,CHÂTELLERAULT vers LENCLOÎTRE,878
86,19/05/2011,RN147,LIMOGES vers POITIERS,243
86,19/05/2011,RD162,VOUNEUIL SOUS BIARD VERS LES COURONNERIES,2383
86,17/02/2012,RD727,LUSSAC LES CHATEAUX vers MONTMORILLON,1820
87,04/01/2005,RD941,LIMOGES VERS CLERMONT,991
87,18/01/2005,RN21,LIMOGES vers PERIGUEUX,2683
87,01/03/2005,RN145,GUERET VERS BELLAC,1498
87,22/03/2005,RN145,BELLAC vers GUERET,11264
87,02/05/2005,Boulevard Schuman,A20 vers Limoges,2294
87,06/06/2005,A20,PIERRE BUFFIERE vers PARIS,6525
87,15/06/2005,BOULEVARD DE BEL AIR,LIMOGES VERS PERIGUEUX,3806
87,01/07/2006,RN520,GUERET vers ANGOULEME,3668
87,01/07/2006,VOIE DE LIAISON SUD,RUE DE NEXON VERS QUAI ALLENDE,5064
87,05/12/2006,A20,TOULOUSE VERS PARIS,21073
87,26/09/2007,RN147,Limoges vers Bellac,3523
87,15/11/2007,RN145,GUERET vers BELLAC,35118
87,20/12/2007,A20,PARIS vers LIMOGES,27019
87,01/02/2008,RD79,LIMOGES vers AIXE SUR VIENNE,240
87,03/02/2009,RN147,LIMOGES vers BELLAC,1646
87,18/06/2009,RD951,BELLAC vers CONFOLENS,22001
87,22/07/2009,RN21,LIMOGES vers PERIGUEUX,1896
87,28/02/2011,RN147,POITIERS vers LIMOGES,2526
87,04/04/2011,RN147,LIMOGES vers POITIERS,9322
87,29/10/2012,RN520 (rue du Port du Naveix),LIMOGES (centre) vers A20,4986
88,07/01/2005,RN66,BUSSANG vers REMIREMONT,2137
88,22/02/2005,RN66,BUSSANG vers REMIREMONT,1925
88,06/06/2005,RD424,MOYENMOUTIER VERS SENONES,255
88,21/06/2005,RD417,GERARDMER VERS LE THOLY,458
88,20/09/2005,RD46 (Route de Jeuxey),GOLBEY vers JEUXEY,9331
88,09/03/2007,RD46,SERCOEUR vers EPINAL,3128
88,25/10/2007,RD11,GERARDMER vers EPINAL,2457
88,16/01/2009,RD11,EPINAL vers DOCELLES,1908
88,27/02/2009,RN159,ST DIE DES VOSGES VERS SELESTAT,11573
88,27/07/2009,RD417,Epinal vers Gérardmer,317
88,04/04/2011,RN59,REMOMEIX vers BACCARAT,15198
88,06/05/2011,RD165,VITTEL vers EPINAL,2159
88,26/05/2011,RD423,GERARDMER vers BRUYERES,899
88,12/04/2012,RN57,Nancy vers Epinal,750
88,29/06/2012,RD42,Epinal vers Archettes,1943
89,08/04/2005,RD606,SENS VERS PARIS,92
89,08/04/2005,RD606,AUXERRE VERS PARIS,302
89,23/04/2005,RD606,AUXERRE VERS AVALLON,935
89,25/06/2005,RN151,AUXERRE vers CLAMECY,2366
89,13/01/2006,RN77,AUXERRE VERS ST FLORENTIN,263
89,16/03/2006,RD606,PARIS VERS AUXERRE,904
89,24/05/2006,A6,LYON VERS PARIS,8609
89,02/07/2007,RN77,AUXERRE vers TROYES,486
89,14/01/2008,RN77,Troyes vers Auxerre,834
89,14/01/2008,RD606,Avallon vers Auxerre,4511
89,24/01/2008,RD84,SEIGNELAY vers MONETEAU,1560
89,16/12/2008,RN6,Auxerre vers Joigny,3096
89,16/01/2009,RD606,Joigny vers Sens,1532
89,22/01/2009,RD965,Tonnerre vers Auxerre,655
89,29/01/2009,RD606,Avallon vers Auxerre,7044
89,05/03/2009,RD660,Sens vers Troyes,945
89,10/12/2010,RD606b,SENS vers PONT SUR YONNE,3848
89,07/01/2011,RN77,ST FLORENTIN vers AUXERRE,3253
89,26/01/2011,RN77,ST FLORENTIN vers AUXERRE,3537
89,13/05/2011,RN77,AUXERRE vers TROYES,3627
89,29/03/2012,RD72,PARON vers ETIGNY,3915
89,16/07/2012,RD606,Auxerre vers Avallon,6698
89,29/09/2012,RN 77,Pontigny vers Auxerre,4156
89,05/03/2009,RD660,Troyes vers Sens,305
90,07/01/2005,RN1019,VESOUL VERS BELFORT,86
90,25/05/2005,RD83,MULHOUSE VERS BELFORT,6685
90,06/09/2005,RD465,GIROMAGNY VERS BELFORT,1143
90,17/11/2005,RD83,BELFORT VERS MULHOUSE,2491
90,03/06/2006,RN1019,BELFORT vers DELLE,5880
90,18/12/2008,RD12,GROSMAGNY vers ROUGEGOUTTE,441
90,16/07/2009,A36,MONTBELIARD vers BELFORT,19192
90,31/07/2009,A36,BELFORT vers MONTBELIARD,43980
90,03/11/2011,RD83,LACHAPELLE SOUS ROUGEMONT vers BELFORT,3971
90,03/11/2011,RD83,BELFORT vers LACHAPELLE SOUS ROUGEMONT,4056
91,31/10/2003,RN20,PARIS VERS MONTLHERY,33171
91,31/10/2003,A6,PARIS VERS CORBEIL ESSONNES,36844
91,14/11/2003,RN118,PARIS VERS LES ULIS,9325
91,03/02/2005,RD721,PITHIVIERS vers ETAMPES,3797
91,06/04/2005,RD33,ST GERMAIN LES CORBEIL vers QUINCY,5752
91,10/10/2005,RN7,PARIS VERS EVRY,10360
91,09/01/2006,RN118,SACLAY VERS PARIS,15596
91,01/03/2006,A6,VIRY CHATILLON VERS PARIS,3330
91,09/02/2007,RN20,ARPAJON vers MONTLHERY,28499
91,26/07/2007,A10,PARIS VERS CHARTRES,40553
91,07/09/2007,A10,province vers paris,105134
91,10/09/2007,RD838,ST ESCOBILLE vers AUTHON LA PLAINE,4218
91,19/09/2007,A10,Paris vers chartres,98006
91,31/10/2007,RN20,ETRECHY VERS ETAMPES,4066
91,17/09/2008,A10,PALAISEAU vers WISSOUS,31181
91,04/12/2008,RD94,LIMEIL BREVANNES VERS BRUNOY,1617
91,30/12/2008,RN7,Evry vers Grigny,17874
91,10/12/2010,RN20,ETAMPES vers ARPAJON,4017
91,04/01/2011,RD931,JUVISY SUR ORGE vers VIGNEUX SUR SEINE,6743
91,31/03/2011,RD448,MONTGERON vers DRAVEIL,1932
91,27/05/2011,RN104,LISSES vers ST GERMAIN LES CORBEIL,32167
91,22/12/2011,RD257,MORSANG SUR ORGE vers SAVIGNY SUR ORGE,6333
91,13/09/2013,RD19,BRETIGNY SUR ORGE vers LE PLESSIS PATE,4586
92,25/11/2003,RN1014,PROVINCE VERS PARIS,2663
92,04/12/2003,RN13,ST GERMAIN EN LAYE VERS PARIS,2256
92,09/01/2004,RN13,PORTE MAILLOT VERS PONT DE NEUILLY,902
92,07/04/2005,RD7 - QUAI DU DOCTEUR DERVAUX N 63 - 65,COURBEVOIE VERS GENNEVILLIERS,3198
92,01/12/2005,RD1,PONT DE ST CLOUD VERS PONT DE SEVRES,5215
92,14/01/2006,RD182,VERSAILLES VERS VAUCRESSON,3439
92,14/01/2006,RD985,SURESNES VERS PARIS,5615
92,22/05/2006,A14,PARIS VERS ORGEVAL,44765
92,23/02/2007,RD7,PUTEAUX vers ASNIERES SUR SEINE,31281
92,21/02/2008,RD407,Province vers PARIS,2152
92,12/03/2008,"RD181, à 92 Mètre avant la Rue Bel Air",PROVINCE VERS PARIS,745
92,17/10/2008,RD920,MONTLHERY VERS PARIS,3107
92,17/12/2008,AVENUE HENRI BARBUSSE FACE AU N°33,PROVINCE vers PARIS,2291
92,13/01/2009,"RD7, hauteur n°8 du quai de Dion Bouton",SURESNES VERS PUTEAUX,11016
92,05/03/2009,"Avenue G.Clémenceau, face au n°133 BIS",Paris vers Province,949
92,26/06/2009,A86,Rueil vers Versailles,7345
92,26/06/2009,A86,Rueil vers Versailles,3948
92,26/06/2009,A86,Rueil vers Versailles,3
92,01/07/2009,A86,VERSAILLES VERS RUEIL,1135
92,01/07/2009,A86,Versailles vers Rueil,4182
92,01/07/2009,A86,VERSAILLES VERS RUEIL,7310
92,01/07/2009,A86,Versailles vers Rueil,1348
92,01/07/2009,A86,Versailles vers Rueil,1347
92,01/07/2009,A86,Versailles vers Rueil,110
92,09/01/2011,A86,VERSAILLES vers NANTERRE,811
92,09/01/2011,A86,VERSAILLES vers NANTERRE,1501
92,09/01/2011,A86,NANTERRE vers VERSAILLES,1716
92,09/01/2011,A86,NANTERRE vers VERSAILLES,268
92,09/01/2011,A86,NANTERRE vers VERSAILLES,1
92,14/11/2011,QUAI DE STALINGRAD,Province vers Paris,8437
92,25/11/2011,RD1-QUAI DU 04 SEPTEMBRE,Puteaux vers Issy les Moulineaux,22280
92,28/09/2012,RD131(face au 60 av Joliot-Curie),Rueil-Malmaison vers La-Garenne-Colombes,21958
92,12/10/2012,RD181,MEUDON VERS CHAVILLE,9983
92,25/10/2013,RD7 (quai de Stalingrad),PARIS vers PROVINCE,10581
92,31/10/2013,A86,ST DENIS vers NANTERRE,11606
92,20/12/2013,A13,Province vers Paris,3806
92,01/07/2014,RD908-boulevard de Verdun,Province vers Paris,19606
93,31/12/2003,A1,LILLE VERS PARIS,24696
93,08/12/2004,RN3,VILLEPARISIS VERS PARIS,10271
93,25/02/2005,RN301,PARIS VERS PROVINCE,24462
93,28/08/2005,A86,BONDY vers ST DENIS,18344
93,05/01/2006,RN370,CHAMPS SUR MARNE VERS NEUILLY SUR MARNE,5317
93,25/05/2007,A3,PROVINCE VERS PARIS,23252
93,18/01/2008,A86,Nogent vers A3,19591
93,08/10/2009,A1,LE BOURGET vers PARIS,32989
93,15/12/2009,A86,ST DENIS vers BOBIGNY,31215
93,26/03/2010,A1,LE BOURGET vers PARIS,73180
93,19/11/2010,A1,PROVINCE vers PARIS,60881
93,19/08/2011,"Ex-RN1, avenue Lénine",PARIS vers PROVINCE,40506
93,03/09/2012,exRN2,LA COURNEUVE vers PARIS,13065
93,23/02/2015,A3,PARIS vers PROVINCE,13210
94,16/12/2003,A4,PARIS VERS PONTAULT COMBAULT,37259
94,06/01/2004,A86,VERSAILLES VERS CRETEIL,11437
94,25/06/2005,"87, AVENUE VILLENEUVE SAINT GEORGES",VILLENEUVE ST GEORGES VERS CHOISY LE ROI,4028
94,25/06/2005,"76, AVENUE VILLENEUVE SAINT GEORGES",CHOISY LE ROI VERS VILLENEUVE ST GEORGES,10186
94,16/12/2005,RD1,CRETEIL VERS MAISONS ALFORT,14187
94,30/03/2006,A4,PARIS VERS REIMS,31887
94,13/05/2006,RN19,BRIE COMTE ROBERT VERS PARIS,556
94,30/06/2006,A6A,PARIS VERS L HAY LES ROSES,12869
94,23/04/2007,RN6,PARIS VERS VILLENEUVE ST GEORGES,14094
94,03/01/2008,A6a,Paris vers Chevilly Larue,21062
94,13/02/2009,RN6,Montgeron vers Valenton,17776
94,25/02/2009,RD19,PARIS VERS CRETEIL,4467
94,20/05/2009,RN19,VILLECRESNES vers CRETEIL,567
94,23/06/2009,RD4,CHENNEVIERES SUR MARNE vers JOINVILLE LE PONT,7456
94,08/07/2009,"110, avenue de Paris",NOGENT SUR MARNE vers PARIS,18068
94,08/07/2010,A6a,Province vers Paris,58938
94,03/09/2012,A86,MAISONS ALFORT vers CHOISY LE ROI,70123
95,09/08/2004,RD301,ATTAINVILLE VERS SARCELLES,4448
95,02/12/2004,A15,CERGY VERS PARIS,9091
95,10/08/2005,RD316,SARCELLES VERS LE MESNIL AUBRY,596
95,05/10/2005,RN184,VERSAILLES VERS BEAUVAIS,997
95,19/01/2006,RD311,BEZONS VERS EPINAY SUR SEINE,1706
95,29/01/2007,RD316,CHANTILLY VERS PARIS,624
95,05/02/2007,RD301,PARIS VERS BEAUVAIS,7977
95,21/02/2008,RD316,PARIS vers PROVINCE,16581
95,31/03/2008,RD14,PONTOISE vers ROUEN,1158
95,18/04/2008,RD915,OSNY vers CERGY,5027
95,09/06/2008,RN184,ROISSY EN FRANCE vers CERGY,14301
95,29/01/2010,RD317,SURVILLIERS vers ROISSY EN FRANCE,3648
95,25/06/2010,RD301,ST BRICE SOUS FORET vers MONTMAGNY,17526
95,08/10/2010,RD14,Paris vers Province,19568
95,05/05/2011,RD301,Paris vers Province,4650
95,29/09/2011,RD125,SARCELLES vers LE BLANC MESNIL,16649
95,27/02/2012,RD317,LOUVRES vers SURVILLIERS,1944
95,14/02/2014,RD28,La Villeneuve vers Sagy,662
971,07/09/2005,RN1,BASSE TERRE vers POINTE A PITRE,10116
971,15/09/2005,RN1,POINTE A PITRE VERS BASSE TERRE,2816
971,15/09/2005,RN4,POINTE A PITRE VERS LE GOSIER,3362
971,29/09/2005,RN1,BASSE TERRE VERS POINTE A PITRE,4389
971,12/03/2007,RN8,MORNE A L EAU vers ANSE BERTRAND,4591
971,12/03/2007,RN4,LE GOSIER VERS POINTE A PITRE,4512
971,12/03/2007,RN1,BASSE TERRE VERS POINTE A PITRE,1003
971,16/03/2007,RN1,POINTE A PITRE VERS BASSE TERRE,1132
971,19/03/2008,RN1,Basse-Terre vers Pointe-à-Pitre,4338
971,19/03/2008,RN1,Pointe-à-Pitre vers Basse-Terre,502
971,19/03/2008,RD23,POINTE NOIRE vers BAIE MAHAULT,12556
971,02/04/2008,RN4,LE GOSIER vers STE ANNE,22615
971,07/12/2009,RN4,STE ANNE vers ST FRANCOIS,343
971,07/12/2009,RN4,ST FRANCOIS vers STE ANNE,155
971,10/12/2010,RN1,POINTE A PITRE vers BASSE TERRE,1235
971,23/03/2011,RN1,BASSE TERRE vers POINTE A PITRE,684
971,04/04/2011,RN5,Le Moule vers St François,314
971,19/12/2012,RN2,POINTE A PITRE vers LAMENTIN,2107
971,27/12/2012,RN5,ST FRANCOIS vers LE MOULE,547
971,29/04/2013,RD118,ST FRANCOIS vers STE ANNE,2014
972,25/10/2005,RN5,LAMENTIN VERS DUCOS,1903
972,25/10/2005,RN1,LA TRINITE vers LE LAMENTIN,2441
972,26/10/2005,RN1,LE MARIGOT vers STE MARIE,481
972,04/11/2005,RN5,STE LUCE VERS DUCOS,9075
972,15/11/2005,RD41,LAMENTIN VERS SCHOELCHER,4855
972,03/05/2006,RD41,SCHOELCHER VERS LAMENTIN,6412
972,02/04/2007,RN2,CASE PILOTE vers BELLEFONTAINE,3787
972,02/04/2007,RN5,FORT DE FRANCE VERS STE LUCE,3998
972,02/04/2007,RD7,RIVIERE SALEE vers LES TROIS ILETS,1668
972,21/12/2007,RN5,Ducos vers Lamentin,1960
972,21/12/2007,RN6,LE VAUCLIN vers LE FRANCOIS,4596
972,21/12/2007,RN1,LA TRINITE vers STE MARIE,6821
972,31/03/2008,RN1,LE LAMENTIN vers LE ROBERT,1923
972,31/03/2008,RN1,LE ROBERT vers LE LAMENTIN,2926
972,18/10/2009,RD1,LE ROBERT vers LE FRANCOIS,3143
972,07/02/2013,RN1,LA TRINITE vers LE ROBERT,1043
972,14/02/2014,A1,LE MARIN vers FORT DE FRANCE,4497
972,14/02/2014,A1,FORT DE FRANCE vers LE MARIN,4518
972,16/06/2014,RN9,FORT DE FRANCE vers LE LAMENTIN,3836
972,16/06/2014,RN9,LE LAMENTIN vers FORT DE FRANCE,8381
973,06/08/2007,RN1,Matoury vers cayenne,1758
973,19/09/2007,RN1,CAYENNE vers KOUROU,1386
973,15/11/2009,RN2,REGINA vers MATOURY,1065
973,23/01/2013,RN1,MACOURIA TONATE vers MATOURY,1999
973,25/01/2013,RD1,REMIRE MONTJOLY vers CAYENNE,9506
973,08/03/2013,RN1,KOUROU vers CAYENNE,6594
973,28/04/2014,RD11,APATOU vers ST LAURENT DU MARONI,3477
973,15/05/2014,RN1,KOUROU vers ST LAURENT DU MARONI,2319
974,16/12/2004,RN2,ST BENOIT VERS ST ANDRE,1244
974,20/12/2004,RN2,ST DENIS VERS ST BENOIT,2873
974,08/01/2005,RN3,LE TAMPON VERS ST PIERRE,5568
974,13/01/2005,RN2,STE MARIE VERS ST DENIS,5642
974,24/12/2005,RN1,ST DENIS VERS ST PIERRE,125
974,24/12/2005,RN1,ST PIERRE VERS ST DENIS,1178
974,24/12/2005,RN1,ST PIERRE VERS ST DENIS,14539
974,24/12/2005,RN2,ST DENIS vers STE MARIE,13936
974,07/04/2008,RN3,LE TAMPON vers ST BENOIT,4173
974,27/07/2009,RN1,ST PIERRE vers ST DENIS,12382
974,03/11/2009,RN1,ST DENIS vers ST PIERRE,7217
974,07/01/2011,RN3,St LOUIS vers LE TAMPON,1875
974,24/02/2011,RN2,St DENIS vers St ANDRE,1033
974,24/03/2011,RN1,St DENIS vers St PIERRE,2783
974,27/08/2016,RN1A,ST DENIS vers ST PIERRE,2682
